"","date","totalcatch_kg","length_cm","n","samplewt_g","month","year","source","fishingseason","species","division","Source_nameAn"
"57","2017-09-16",4550,18,7,3805,9,2017,"processor","2017-2018","PIL",27.7,"Processor 3"
"58","2017-09-16",4550,18.5,6,3805,9,2017,"processor","2017-2018","PIL",27.7,"Processor 3"
"59","2017-09-16",4550,19,10,3805,9,2017,"processor","2017-2018","PIL",27.7,"Processor 3"
"60","2017-09-16",4550,19.5,10,3805,9,2017,"processor","2017-2018","PIL",27.7,"Processor 3"
"61","2017-09-16",4550,20,7,3805,9,2017,"processor","2017-2018","PIL",27.7,"Processor 3"
"62","2017-09-16",4550,20.5,5,3805,9,2017,"processor","2017-2018","PIL",27.7,"Processor 3"
"63","2017-09-16",4550,21,5,3805,9,2017,"processor","2017-2018","PIL",27.7,"Processor 3"
"64","2017-09-16",4550,21.5,1,3805,9,2017,"processor","2017-2018","PIL",27.7,"Processor 3"
"65","2017-09-16",4550,22.5,1,3805,9,2017,"processor","2017-2018","PIL",27.7,"Processor 3"
"66","2017-09-18",4550,16,2,3911,9,2017,"processor","2017-2018","PIL",27.7,"Processor 3"
"67","2017-09-18",4550,16.5,2,3911,9,2017,"processor","2017-2018","PIL",27.7,"Processor 3"
"68","2017-09-18",4550,17,7,3911,9,2017,"processor","2017-2018","PIL",27.7,"Processor 3"
"69","2017-09-18",4550,17.5,1,3911,9,2017,"processor","2017-2018","PIL",27.7,"Processor 3"
"70","2017-09-18",4550,18,13,3911,9,2017,"processor","2017-2018","PIL",27.7,"Processor 3"
"71","2017-09-18",4550,18.5,1,3911,9,2017,"processor","2017-2018","PIL",27.7,"Processor 3"
"72","2017-09-18",4550,19,9,3911,9,2017,"processor","2017-2018","PIL",27.7,"Processor 3"
"73","2017-09-18",4550,19.5,2,3911,9,2017,"processor","2017-2018","PIL",27.7,"Processor 3"
"74","2017-09-18",4550,20,12,3911,9,2017,"processor","2017-2018","PIL",27.7,"Processor 3"
"75","2017-09-18",4550,20.5,2,3911,9,2017,"processor","2017-2018","PIL",27.7,"Processor 3"
"76","2017-09-18",4550,21,8,3911,9,2017,"processor","2017-2018","PIL",27.7,"Processor 3"
"77","2017-09-18",4550,23,1,3911,9,2017,"processor","2017-2018","PIL",27.7,"Processor 3"
"78","2017-09-15",8050,15,1,4051,9,2017,"processor","2017-2018","PIL",27.7,"Processor 3"
"79","2017-09-15",8050,16,3,4051,9,2017,"processor","2017-2018","PIL",27.7,"Processor 3"
"80","2017-09-15",8050,17,7,4051,9,2017,"processor","2017-2018","PIL",27.7,"Processor 3"
"81","2017-09-15",8050,18,19,4051,9,2017,"processor","2017-2018","PIL",27.7,"Processor 3"
"82","2017-09-15",8050,19,24,4051,9,2017,"processor","2017-2018","PIL",27.7,"Processor 3"
"83","2017-09-15",8050,20,5,4051,9,2017,"processor","2017-2018","PIL",27.7,"Processor 3"
"84","2017-09-15",8050,21,1,4051,9,2017,"processor","2017-2018","PIL",27.7,"Processor 3"
"85","2017-09-25",1500,17,5,4238,9,2017,"processor","2017-2018","PIL",27.7,"Processor 3"
"86","2017-09-25",1500,17.5,1,4238,9,2017,"processor","2017-2018","PIL",27.7,"Processor 3"
"87","2017-09-25",1500,18,3,4238,9,2017,"processor","2017-2018","PIL",27.7,"Processor 3"
"88","2017-09-25",1500,19,11,4238,9,2017,"processor","2017-2018","PIL",27.7,"Processor 3"
"89","2017-09-25",1500,19.5,3,4238,9,2017,"processor","2017-2018","PIL",27.7,"Processor 3"
"90","2017-09-25",1500,20,13,4238,9,2017,"processor","2017-2018","PIL",27.7,"Processor 3"
"91","2017-09-25",1500,20.5,5,4238,9,2017,"processor","2017-2018","PIL",27.7,"Processor 3"
"92","2017-09-25",1500,21,16,4238,9,2017,"processor","2017-2018","PIL",27.7,"Processor 3"
"93","2017-09-25",1500,21.5,2,4238,9,2017,"processor","2017-2018","PIL",27.7,"Processor 3"
"94","2017-09-25",1500,22,1,4238,9,2017,"processor","2017-2018","PIL",27.7,"Processor 3"
"95","2017-09-07",7000,16,1,4476,9,2017,"processor","2017-2018","PIL",27.7,"Processor 3"
"96","2017-09-07",7000,17,6,4476,9,2017,"processor","2017-2018","PIL",27.7,"Processor 3"
"97","2017-09-07",7000,18,11,4476,9,2017,"processor","2017-2018","PIL",27.7,"Processor 3"
"98","2017-09-07",7000,19,25,4476,9,2017,"processor","2017-2018","PIL",27.7,"Processor 3"
"99","2017-09-07",7000,20,14,4476,9,2017,"processor","2017-2018","PIL",27.7,"Processor 3"
"100","2017-09-07",7000,21,2,4476,9,2017,"processor","2017-2018","PIL",27.7,"Processor 3"
"101","2017-09-07",7000,22,1,4476,9,2017,"processor","2017-2018","PIL",27.7,"Processor 3"
"102","2017-09-26",1400,19,2,5017,9,2017,"processor","2017-2018","PIL",27.7,"Processor 3"
"103","2017-09-26",1400,20,15,5017,9,2017,"processor","2017-2018","PIL",27.7,"Processor 3"
"104","2017-09-26",1400,20.5,9,5017,9,2017,"processor","2017-2018","PIL",27.7,"Processor 3"
"105","2017-09-26",1400,21,19,5017,9,2017,"processor","2017-2018","PIL",27.7,"Processor 3"
"106","2017-09-26",1400,21.5,3,5017,9,2017,"processor","2017-2018","PIL",27.7,"Processor 3"
"107","2017-09-26",1400,22,5,5017,9,2017,"processor","2017-2018","PIL",27.7,"Processor 3"
"108","2017-09-26",1400,22.5,2,5017,9,2017,"processor","2017-2018","PIL",27.7,"Processor 3"
"109","2017-09-26",1400,23,4,5017,9,2017,"processor","2017-2018","PIL",27.7,"Processor 3"
"110","2017-09-26",1400,23.5,1,5017,9,2017,"processor","2017-2018","PIL",27.7,"Processor 3"
"111","2017-09-16",8000,18,1,4404,9,2017,"processor","2017-2018","PIL",27.7,"Processor 3"
"112","2017-09-16",8000,18.5,1,4404,9,2017,"processor","2017-2018","PIL",27.7,"Processor 3"
"113","2017-09-16",8000,19,8,4404,9,2017,"processor","2017-2018","PIL",27.7,"Processor 3"
"114","2017-09-16",8000,19.5,8,4404,9,2017,"processor","2017-2018","PIL",27.7,"Processor 3"
"115","2017-09-16",8000,20,21,4404,9,2017,"processor","2017-2018","PIL",27.7,"Processor 3"
"116","2017-09-16",8000,20.5,7,4404,9,2017,"processor","2017-2018","PIL",27.7,"Processor 3"
"117","2017-09-16",8000,21,7,4404,9,2017,"processor","2017-2018","PIL",27.7,"Processor 3"
"118","2017-09-16",8000,21.5,4,4404,9,2017,"processor","2017-2018","PIL",27.7,"Processor 3"
"119","2017-09-16",8000,22,1,4404,9,2017,"processor","2017-2018","PIL",27.7,"Processor 3"
"120","2017-09-16",8000,22.5,1,4404,9,2017,"processor","2017-2018","PIL",27.7,"Processor 3"
"121","2017-09-16",8000,23,1,4404,9,2017,"processor","2017-2018","PIL",27.7,"Processor 3"
"122","2017-09-15",2100,16,1,4458,9,2017,"processor","2017-2018","PIL",27.7,"Processor 3"
"123","2017-09-15",2100,17,1,4458,9,2017,"processor","2017-2018","PIL",27.7,"Processor 3"
"124","2017-09-15",2100,18,16,4458,9,2017,"processor","2017-2018","PIL",27.7,"Processor 3"
"125","2017-09-15",2100,19,25,4458,9,2017,"processor","2017-2018","PIL",27.7,"Processor 3"
"126","2017-09-15",2100,20,12,4458,9,2017,"processor","2017-2018","PIL",27.7,"Processor 3"
"127","2017-09-15",2100,21,3,4458,9,2017,"processor","2017-2018","PIL",27.7,"Processor 3"
"128","2017-09-15",2100,22,2,4458,9,2017,"processor","2017-2018","PIL",27.7,"Processor 3"
"129","2017-09-14",2000,18,1,4474,9,2017,"processor","2017-2018","PIL",27.7,"Processor 3"
"130","2017-09-14",2000,18.5,1,4474,9,2017,"processor","2017-2018","PIL",27.7,"Processor 3"
"131","2017-09-14",2000,19,3,4474,9,2017,"processor","2017-2018","PIL",27.7,"Processor 3"
"132","2017-09-14",2000,19.5,10,4474,9,2017,"processor","2017-2018","PIL",27.7,"Processor 3"
"133","2017-09-14",2000,20,20,4474,9,2017,"processor","2017-2018","PIL",27.7,"Processor 3"
"134","2017-09-14",2000,20.5,9,4474,9,2017,"processor","2017-2018","PIL",27.7,"Processor 3"
"135","2017-09-14",2000,21,11,4474,9,2017,"processor","2017-2018","PIL",27.7,"Processor 3"
"136","2017-09-14",2000,21.5,2,4474,9,2017,"processor","2017-2018","PIL",27.7,"Processor 3"
"137","2017-09-14",2000,22,3,4474,9,2017,"processor","2017-2018","PIL",27.7,"Processor 3"
"138","2017-09-01",2100,17,3,4547,9,2017,"processor","2017-2018","PIL",27.7,"Processor 3"
"139","2017-09-01",2100,18,23,4547,9,2017,"processor","2017-2018","PIL",27.7,"Processor 3"
"140","2017-09-01",2100,19,23,4547,9,2017,"processor","2017-2018","PIL",27.7,"Processor 3"
"141","2017-09-01",2100,20,11,4547,9,2017,"processor","2017-2018","PIL",27.7,"Processor 3"
"142","2017-09-18",7500,18,3,4735,9,2017,"processor","2017-2018","PIL",27.7,"Processor 3"
"143","2017-09-18",7500,18.5,1,4735,9,2017,"processor","2017-2018","PIL",27.7,"Processor 3"
"144","2017-09-18",7500,19,10,4735,9,2017,"processor","2017-2018","PIL",27.7,"Processor 3"
"145","2017-09-18",7500,19.5,4,4735,9,2017,"processor","2017-2018","PIL",27.7,"Processor 3"
"146","2017-09-18",7500,20,10,4735,9,2017,"processor","2017-2018","PIL",27.7,"Processor 3"
"147","2017-09-18",7500,20.5,11,4735,9,2017,"processor","2017-2018","PIL",27.7,"Processor 3"
"148","2017-09-18",7500,21,12,4735,9,2017,"processor","2017-2018","PIL",27.7,"Processor 3"
"149","2017-09-18",7500,21.5,4,4735,9,2017,"processor","2017-2018","PIL",27.7,"Processor 3"
"150","2017-09-18",7500,22,3,4735,9,2017,"processor","2017-2018","PIL",27.7,"Processor 3"
"151","2017-09-18",7500,23,1,4735,9,2017,"processor","2017-2018","PIL",27.7,"Processor 3"
"152","2017-09-18",7500,23.5,1,4735,9,2017,"processor","2017-2018","PIL",27.7,"Processor 3"
"153","2017-09-25",1600,19,5,4817,9,2017,"processor","2017-2018","PIL",27.7,"Processor 3"
"154","2017-09-25",1600,19.5,6,4817,9,2017,"processor","2017-2018","PIL",27.7,"Processor 3"
"155","2017-09-25",1600,20,15,4817,9,2017,"processor","2017-2018","PIL",27.7,"Processor 3"
"156","2017-09-25",1600,20.5,5,4817,9,2017,"processor","2017-2018","PIL",27.7,"Processor 3"
"157","2017-09-25",1600,21,15,4817,9,2017,"processor","2017-2018","PIL",27.7,"Processor 3"
"158","2017-09-25",1600,21.5,4,4817,9,2017,"processor","2017-2018","PIL",27.7,"Processor 3"
"159","2017-09-25",1600,22,9,4817,9,2017,"processor","2017-2018","PIL",27.7,"Processor 3"
"160","2017-09-25",1600,23,1,4817,9,2017,"processor","2017-2018","PIL",27.7,"Processor 3"
"161","2017-09-26",1200,19,6,4942,9,2017,"processor","2017-2018","PIL",27.7,"Processor 3"
"162","2017-09-26",1200,19.5,7,4942,9,2017,"processor","2017-2018","PIL",27.7,"Processor 3"
"163","2017-09-26",1200,20,18,4942,9,2017,"processor","2017-2018","PIL",27.7,"Processor 3"
"164","2017-09-26",1200,20.5,6,4942,9,2017,"processor","2017-2018","PIL",27.7,"Processor 3"
"165","2017-09-26",1200,21,12,4942,9,2017,"processor","2017-2018","PIL",27.7,"Processor 3"
"166","2017-09-26",1200,21.5,3,4942,9,2017,"processor","2017-2018","PIL",27.7,"Processor 3"
"167","2017-09-26",1200,22,4,4942,9,2017,"processor","2017-2018","PIL",27.7,"Processor 3"
"168","2017-09-26",1200,23,3,4942,9,2017,"processor","2017-2018","PIL",27.7,"Processor 3"
"169","2017-09-26",1200,23.5,1,4942,9,2017,"processor","2017-2018","PIL",27.7,"Processor 3"
"170","2017-09-07",NA,17,1,4970,9,2017,"processor","2017-2018","PIL",27.7,"Processor 3"
"171","2017-09-07",2450,17,1,4970,9,2017,"processor","2017-2018","PIL",27.7,"Processor 3"
"172","2017-09-07",NA,18,7,4970,9,2017,"processor","2017-2018","PIL",27.7,"Processor 3"
"173","2017-09-07",NA,19,16,4970,9,2017,"processor","2017-2018","PIL",27.7,"Processor 3"
"174","2017-09-07",2450,19,2,4970,9,2017,"processor","2017-2018","PIL",27.7,"Processor 3"
"175","2017-09-07",NA,20,18,4970,9,2017,"processor","2017-2018","PIL",27.7,"Processor 3"
"176","2017-09-07",2450,20,4,4970,9,2017,"processor","2017-2018","PIL",27.7,"Processor 3"
"177","2017-09-07",NA,21,6,4970,9,2017,"processor","2017-2018","PIL",27.7,"Processor 3"
"178","2017-09-07",2450,21,3,4970,9,2017,"processor","2017-2018","PIL",27.7,"Processor 3"
"179","2017-09-07",NA,22,2,4970,9,2017,"processor","2017-2018","PIL",27.7,"Processor 3"
"180","2017-09-27",1200,19.5,2,4972,9,2017,"processor","2017-2018","PIL",27.7,"Processor 3"
"181","2017-09-27",1200,20,16,4972,9,2017,"processor","2017-2018","PIL",27.7,"Processor 3"
"182","2017-09-27",1200,20.5,9,4972,9,2017,"processor","2017-2018","PIL",27.7,"Processor 3"
"183","2017-09-27",1200,21,17,4972,9,2017,"processor","2017-2018","PIL",27.7,"Processor 3"
"184","2017-09-27",1200,21.5,6,4972,9,2017,"processor","2017-2018","PIL",27.7,"Processor 3"
"185","2017-09-27",1200,22,6,4972,9,2017,"processor","2017-2018","PIL",27.7,"Processor 3"
"186","2017-09-27",1200,22.5,1,4972,9,2017,"processor","2017-2018","PIL",27.7,"Processor 3"
"187","2017-09-27",1200,23,2,4972,9,2017,"processor","2017-2018","PIL",27.7,"Processor 3"
"188","2017-09-27",1200,23.5,1,4972,9,2017,"processor","2017-2018","PIL",27.7,"Processor 3"
"189","2017-09-08",2000,18,1,5159,9,2017,"processor","2017-2018","PIL",27.7,"Processor 3"
"190","2017-09-08",2000,19,4,5159,9,2017,"processor","2017-2018","PIL",27.7,"Processor 3"
"191","2017-09-08",2000,19.5,3,5159,9,2017,"processor","2017-2018","PIL",27.7,"Processor 3"
"192","2017-09-08",2000,20,18,5159,9,2017,"processor","2017-2018","PIL",27.7,"Processor 3"
"193","2017-09-08",2000,20.5,4,5159,9,2017,"processor","2017-2018","PIL",27.7,"Processor 3"
"194","2017-09-08",2000,21,16,5159,9,2017,"processor","2017-2018","PIL",27.7,"Processor 3"
"195","2017-09-08",2000,21.5,5,5159,9,2017,"processor","2017-2018","PIL",27.7,"Processor 3"
"196","2017-09-08",2000,22,4,5159,9,2017,"processor","2017-2018","PIL",27.7,"Processor 3"
"197","2017-09-08",2000,22.5,2,5159,9,2017,"processor","2017-2018","PIL",27.7,"Processor 3"
"198","2017-09-08",2000,23,2,5159,9,2017,"processor","2017-2018","PIL",27.7,"Processor 3"
"199","2017-09-08",2000,24,1,5159,9,2017,"processor","2017-2018","PIL",27.7,"Processor 3"
"200","2017-09-06",2700,18,1,5547,9,2017,"processor","2017-2018","PIL",27.7,"Processor 3"
"201","2017-09-06",2700,19,13,5547,9,2017,"processor","2017-2018","PIL",27.7,"Processor 3"
"202","2017-09-06",2700,20,25,5547,9,2017,"processor","2017-2018","PIL",27.7,"Processor 3"
"203","2017-09-06",2700,21,13,5547,9,2017,"processor","2017-2018","PIL",27.7,"Processor 3"
"204","2017-09-06",2700,22,5,5547,9,2017,"processor","2017-2018","PIL",27.7,"Processor 3"
"205","2017-09-06",2700,23,3,5547,9,2017,"processor","2017-2018","PIL",27.7,"Processor 3"
"206","2017-10-06",2000,14,1,3627,10,2017,"processor","2017-2018","PIL",27.7,"Processor 3"
"207","2017-10-06",2000,15,2,3627,10,2017,"processor","2017-2018","PIL",27.7,"Processor 3"
"208","2017-10-06",2000,16,6,3627,10,2017,"processor","2017-2018","PIL",27.7,"Processor 3"
"209","2017-10-06",2000,17,9,3627,10,2017,"processor","2017-2018","PIL",27.7,"Processor 3"
"210","2017-10-06",2000,18,16,3627,10,2017,"processor","2017-2018","PIL",27.7,"Processor 3"
"211","2017-10-06",2000,19,15,3627,10,2017,"processor","2017-2018","PIL",27.7,"Processor 3"
"212","2017-10-06",2000,20,6,3627,10,2017,"processor","2017-2018","PIL",27.7,"Processor 3"
"213","2017-10-06",2000,21,4,3627,10,2017,"processor","2017-2018","PIL",27.7,"Processor 3"
"214","2017-10-06",2000,22,1,3627,10,2017,"processor","2017-2018","PIL",27.7,"Processor 3"
"215","2017-10-27",8400,19,9,4361,10,2017,"processor","2017-2018","PIL",27.7,"Processor 3"
"216","2017-10-27",8400,19.5,8,4361,10,2017,"processor","2017-2018","PIL",27.7,"Processor 3"
"217","2017-10-27",8400,20,23,4361,10,2017,"processor","2017-2018","PIL",27.7,"Processor 3"
"218","2017-10-27",8400,20.5,3,4361,10,2017,"processor","2017-2018","PIL",27.7,"Processor 3"
"219","2017-10-27",8400,21,12,4361,10,2017,"processor","2017-2018","PIL",27.7,"Processor 3"
"220","2017-10-27",8400,22,5,4361,10,2017,"processor","2017-2018","PIL",27.7,"Processor 3"
"221","2017-10-19",4500,18,1,4379,10,2017,"processor","2017-2018","PIL",27.7,"Processor 3"
"222","2017-10-19",4500,19,13,4379,10,2017,"processor","2017-2018","PIL",27.7,"Processor 3"
"223","2017-10-19",4500,19.5,6,4379,10,2017,"processor","2017-2018","PIL",27.7,"Processor 3"
"224","2017-10-19",4500,20,20,4379,10,2017,"processor","2017-2018","PIL",27.7,"Processor 3"
"225","2017-10-19",4500,20.5,5,4379,10,2017,"processor","2017-2018","PIL",27.7,"Processor 3"
"226","2017-10-19",4500,21,11,4379,10,2017,"processor","2017-2018","PIL",27.7,"Processor 3"
"227","2017-10-19",4500,21.5,1,4379,10,2017,"processor","2017-2018","PIL",27.7,"Processor 3"
"228","2017-10-19",4500,22,1,4379,10,2017,"processor","2017-2018","PIL",27.7,"Processor 3"
"229","2017-10-19",4500,23,2,4379,10,2017,"processor","2017-2018","PIL",27.7,"Processor 3"
"230","2017-10-26",12000,18,1,4466,10,2017,"processor","2017-2018","PIL",27.7,"Processor 3"
"231","2017-10-26",12000,19,7,4466,10,2017,"processor","2017-2018","PIL",27.7,"Processor 3"
"232","2017-10-26",12000,19.5,3,4466,10,2017,"processor","2017-2018","PIL",27.7,"Processor 3"
"233","2017-10-26",12000,20,23,4466,10,2017,"processor","2017-2018","PIL",27.7,"Processor 3"
"234","2017-10-26",12000,20.5,3,4466,10,2017,"processor","2017-2018","PIL",27.7,"Processor 3"
"235","2017-10-26",12000,21,14,4466,10,2017,"processor","2017-2018","PIL",27.7,"Processor 3"
"236","2017-10-26",12000,21.5,4,4466,10,2017,"processor","2017-2018","PIL",27.7,"Processor 3"
"237","2017-10-26",12000,22,3,4466,10,2017,"processor","2017-2018","PIL",27.7,"Processor 3"
"238","2017-10-26",12000,23,2,4466,10,2017,"processor","2017-2018","PIL",27.7,"Processor 3"
"239","2017-10-24",9000,18,1,4539,10,2017,"processor","2017-2018","PIL",27.7,"Processor 3"
"240","2017-10-24",9000,19,7,4539,10,2017,"processor","2017-2018","PIL",27.7,"Processor 3"
"241","2017-10-24",9000,19.5,3,4539,10,2017,"processor","2017-2018","PIL",27.7,"Processor 3"
"242","2017-10-24",9000,20,27,4539,10,2017,"processor","2017-2018","PIL",27.7,"Processor 3"
"243","2017-10-24",9000,20.5,8,4539,10,2017,"processor","2017-2018","PIL",27.7,"Processor 3"
"244","2017-10-24",9000,21,8,4539,10,2017,"processor","2017-2018","PIL",27.7,"Processor 3"
"245","2017-10-24",9000,21.5,2,4539,10,2017,"processor","2017-2018","PIL",27.7,"Processor 3"
"246","2017-10-24",9000,22,2,4539,10,2017,"processor","2017-2018","PIL",27.7,"Processor 3"
"247","2017-10-24",9000,23,1,4539,10,2017,"processor","2017-2018","PIL",27.7,"Processor 3"
"248","2017-10-24",9000,24,1,4539,10,2017,"processor","2017-2018","PIL",27.7,"Processor 3"
"249","2017-10-04",7140,19,6,4820,10,2017,"processor","2017-2018","PIL",27.7,"Processor 3"
"250","2017-10-04",7140,19.5,4,4820,10,2017,"processor","2017-2018","PIL",27.7,"Processor 3"
"251","2017-10-04",7140,20,19,4820,10,2017,"processor","2017-2018","PIL",27.7,"Processor 3"
"252","2017-10-04",7140,20.5,6,4820,10,2017,"processor","2017-2018","PIL",27.7,"Processor 3"
"253","2017-10-04",7140,21,16,4820,10,2017,"processor","2017-2018","PIL",27.7,"Processor 3"
"254","2017-10-04",7140,21.5,4,4820,10,2017,"processor","2017-2018","PIL",27.7,"Processor 3"
"255","2017-10-04",7140,22,2,4820,10,2017,"processor","2017-2018","PIL",27.7,"Processor 3"
"256","2017-10-04",7140,22.5,1,4820,10,2017,"processor","2017-2018","PIL",27.7,"Processor 3"
"257","2017-10-04",7140,23,2,4820,10,2017,"processor","2017-2018","PIL",27.7,"Processor 3"
"258","2017-10-06",2000,15,6,3332,10,2017,"processor","2017-2018","PIL",27.7,"Processor 3"
"259","2017-10-06",2000,16,16,3332,10,2017,"processor","2017-2018","PIL",27.7,"Processor 3"
"260","2017-10-06",2000,17,13,3332,10,2017,"processor","2017-2018","PIL",27.7,"Processor 3"
"261","2017-10-06",2000,18,8,3332,10,2017,"processor","2017-2018","PIL",27.7,"Processor 3"
"262","2017-10-06",2000,19,10,3332,10,2017,"processor","2017-2018","PIL",27.7,"Processor 3"
"263","2017-10-06",2000,20,6,3332,10,2017,"processor","2017-2018","PIL",27.7,"Processor 3"
"264","2017-10-06",2000,21,1,3332,10,2017,"processor","2017-2018","PIL",27.7,"Processor 3"
"265","2017-10-31",6000,17.5,4,4004,10,2017,"processor","2017-2018","PIL",27.7,"Processor 3"
"266","2017-10-31",6000,18,6,4004,10,2017,"processor","2017-2018","PIL",27.7,"Processor 3"
"267","2017-10-31",6000,18.5,4,4004,10,2017,"processor","2017-2018","PIL",27.7,"Processor 3"
"268","2017-10-31",6000,19,21,4004,10,2017,"processor","2017-2018","PIL",27.7,"Processor 3"
"269","2017-10-31",6000,19.5,6,4004,10,2017,"processor","2017-2018","PIL",27.7,"Processor 3"
