"Year","Country","Area","CatchCategory","CATONRaisedOrImported","SeasonType","Season","Fleet","ReportingCategory","MisreportedArea","Caton","OfficialLandings","Usage","Effort","UnitEffort"
2001,"France","27.7.e","Landings","Imported_Data","Quarter",4,"FPO","All - reported, nonreported and misreported",NA,9.16,NA,NA,NA,NA
2001,"France","27.7.e","Landings","Imported_Data","Quarter",1,"GES","All - reported, nonreported and misreported",NA,0.62,NA,NA,NA,NA
2001,"France","27.7.e","Landings","Imported_Data","Quarter",3,"GN","All - reported, nonreported and misreported",NA,117.62,NA,NA,NA,NA
2001,"France","27.7.e","Landings","Imported_Data","Quarter",1,"GNS","All - reported, nonreported and misreported",NA,252.72,NA,NA,NA,NA
2001,"France","27.7.e","Landings","Imported_Data","Quarter",1,"GTR","All - reported, nonreported and misreported",NA,1.36,NA,NA,NA,NA
2001,"France","27.7.e","Landings","Imported_Data","Quarter",2,"LLS","All - reported, nonreported and misreported",NA,6.14,NA,NA,NA,NA
2001,"France","27.7.e","Landings","Imported_Data","Quarter",3,"LLS","All - reported, nonreported and misreported",NA,9.05,NA,NA,NA,NA
2001,"France","27.7.e","Landings","Imported_Data","Quarter",2,"LTL","All - reported, nonreported and misreported",NA,4.58,NA,NA,NA,NA
2001,"France","27.7.e","Landings","Imported_Data","Quarter",1,"MIS","All - reported, nonreported and misreported",NA,497.73,NA,NA,NA,NA
2001,"France","27.7.e","Landings","Imported_Data","Quarter",2,"MIS","All - reported, nonreported and misreported",NA,52.22,NA,NA,NA,NA
2001,"France","27.7.e","Landings","Imported_Data","Quarter",4,"MIS","All - reported, nonreported and misreported",NA,4.89,NA,NA,NA,NA
2001,"France","27.7.e","Landings","Imported_Data","Quarter",1,"OTB","All - reported, nonreported and misreported",NA,200.27,NA,NA,NA,NA
2001,"France","27.7.e","Landings","Imported_Data","Quarter",2,"OTB","All - reported, nonreported and misreported",NA,1861.02,NA,NA,NA,NA
2001,"France","27.7.e","Landings","Imported_Data","Quarter",3,"OTB","All - reported, nonreported and misreported",NA,1307.01,NA,NA,NA,NA
2001,"France","27.7.e","Landings","Imported_Data","Quarter",4,"OTB","All - reported, nonreported and misreported",NA,917.77,NA,NA,NA,NA
2001,"France","27.7.e","Landings","Imported_Data","Quarter",3,"OTM","All - reported, nonreported and misreported",NA,9009,NA,NA,NA,NA
2001,"France","27.7.e","Landings","Imported_Data","Quarter",4,"OTM","All - reported, nonreported and misreported",NA,199795.74,NA,NA,NA,NA
2001,"France","27.7.e","Landings","Imported_Data","Quarter",2,"OTT","All - reported, nonreported and misreported",NA,43.94,NA,NA,NA,NA
2001,"France","27.7.e","Landings","Imported_Data","Quarter",3,"OTT","All - reported, nonreported and misreported",NA,28.74,NA,NA,NA,NA
2001,"France","27.7.e","Landings","Imported_Data","Quarter",4,"OTT","All - reported, nonreported and misreported",NA,866.67,NA,NA,NA,NA
2001,"France","27.7.e","Landings","Imported_Data","Quarter",2,"PTB","All - reported, nonreported and misreported",NA,16.12,NA,NA,NA,NA
2001,"France","27.7.e","Landings","Imported_Data","Quarter",3,"PTB","All - reported, nonreported and misreported",NA,1.56,NA,NA,NA,NA
2001,"France","27.7.e","Landings","Imported_Data","Quarter",2,"PTM","All - reported, nonreported and misreported",NA,34.28,NA,NA,NA,NA
2001,"France","27.7.e","Landings","Imported_Data","Quarter",4,"PTM","All - reported, nonreported and misreported",NA,263.28,NA,NA,NA,NA
2002,"France","27.7.d","Landings","Imported_Data","Quarter",1,"DRB","All - reported, nonreported and misreported",NA,141.96,NA,NA,NA,NA
2002,"France","27.7.d","Landings","Imported_Data","Quarter",2,"DRB","All - reported, nonreported and misreported",NA,3372.54,NA,NA,NA,NA
2002,"France","27.7.d","Landings","Imported_Data","Quarter",3,"DRB","All - reported, nonreported and misreported",NA,5.54,NA,NA,NA,NA
2002,"France","27.7.d","Landings","Imported_Data","Quarter",4,"DRB","All - reported, nonreported and misreported",NA,8.32,NA,NA,NA,NA
2002,"France","27.7.d","Landings","Imported_Data","Quarter",2,"FPO","All - reported, nonreported and misreported",NA,364,NA,NA,NA,NA
2002,"France","27.7.d","Landings","Imported_Data","Quarter",2,"GN","All - reported, nonreported and misreported",NA,8110.08,NA,NA,NA,NA
2002,"France","27.7.d","Landings","Imported_Data","Quarter",1,"OTB","All - reported, nonreported and misreported",NA,18655.35,NA,NA,NA,NA
2002,"France","27.7.d","Landings","Imported_Data","Quarter",2,"OTB","All - reported, nonreported and misreported",NA,32117.64,NA,NA,NA,NA
2002,"France","27.7.d","Landings","Imported_Data","Quarter",3,"OTB","All - reported, nonreported and misreported",NA,5372.01,NA,NA,NA,NA
2002,"France","27.7.d","Landings","Imported_Data","Quarter",4,"OTB","All - reported, nonreported and misreported",NA,62830.5,NA,NA,NA,NA
2002,"France","27.7.d","Landings","Imported_Data","Quarter",1,"OTM","All - reported, nonreported and misreported",NA,2765373.08,NA,NA,NA,NA
2002,"France","27.7.d","Landings","Imported_Data","Quarter",2,"OTM","All - reported, nonreported and misreported",NA,2864413.13,NA,NA,NA,NA
2002,"France","27.7.d","Landings","Imported_Data","Quarter",3,"OTM","All - reported, nonreported and misreported",NA,1243515.42,NA,NA,NA,NA
2002,"France","27.7.d","Landings","Imported_Data","Quarter",4,"OTM","All - reported, nonreported and misreported",NA,766640.44,NA,NA,NA,NA
2002,"France","27.7.d","Landings","Imported_Data","Quarter",4,"PTM","All - reported, nonreported and misreported",NA,1973.16,NA,NA,NA,NA
2002,"France","27.7.d","Landings","Imported_Data","Quarter",2,"TBB","All - reported, nonreported and misreported",NA,15.92,NA,NA,NA,NA
2002,"France","27.7.e","Landings","Imported_Data","Quarter",1,"DRB","All - reported, nonreported and misreported",NA,448.95,NA,NA,NA,NA
2002,"France","27.7.e","Landings","Imported_Data","Quarter",2,"DRB","All - reported, nonreported and misreported",NA,201.53,NA,NA,NA,NA
2002,"France","27.7.e","Landings","Imported_Data","Quarter",3,"DRB","All - reported, nonreported and misreported",NA,79.42,NA,NA,NA,NA
2002,"France","27.7.e","Landings","Imported_Data","Quarter",4,"DRB","All - reported, nonreported and misreported",NA,142.78,NA,NA,NA,NA
2002,"France","27.7.e","Landings","Imported_Data","Quarter",2,"GN","All - reported, nonreported and misreported",NA,2.08,NA,NA,NA,NA
2002,"France","27.7.e","Landings","Imported_Data","Quarter",1,"MIS","All - reported, nonreported and misreported",NA,21.03,NA,NA,NA,NA
2002,"France","27.7.e","Landings","Imported_Data","Quarter",2,"MIS","All - reported, nonreported and misreported",NA,120.32,NA,NA,NA,NA
2002,"France","27.7.e","Landings","Imported_Data","Quarter",1,"OTB","All - reported, nonreported and misreported",NA,1.88,NA,NA,NA,NA
2002,"France","27.7.e","Landings","Imported_Data","Quarter",2,"OTB","All - reported, nonreported and misreported",NA,2055.29,NA,NA,NA,NA
2002,"France","27.7.e","Landings","Imported_Data","Quarter",3,"OTB","All - reported, nonreported and misreported",NA,255.17,NA,NA,NA,NA
2002,"France","27.7.e","Landings","Imported_Data","Quarter",4,"OTB","All - reported, nonreported and misreported",NA,784.08,NA,NA,NA,NA
2002,"France","27.7.e","Landings","Imported_Data","Quarter",1,"OTM","All - reported, nonreported and misreported",NA,176284.36,NA,NA,NA,NA
2002,"France","27.7.e","Landings","Imported_Data","Quarter",2,"OTM","All - reported, nonreported and misreported",NA,220.06,NA,NA,NA,NA
2002,"France","27.7.e","Landings","Imported_Data","Quarter",3,"OTM","All - reported, nonreported and misreported",NA,13339.59,NA,NA,NA,NA
2002,"France","27.7.e","Landings","Imported_Data","Quarter",4,"OTM","All - reported, nonreported and misreported",NA,9834.5,NA,NA,NA,NA
2002,"France","27.7.e","Landings","Imported_Data","Quarter",4,"PTM","All - reported, nonreported and misreported",NA,37.82,NA,NA,NA,NA
2003,"France","27.7.d","Landings","Imported_Data","Quarter",1,"DRB","All - reported, nonreported and misreported",NA,4001.54,NA,NA,NA,NA
2003,"France","27.7.d","Landings","Imported_Data","Quarter",2,"DRB","All - reported, nonreported and misreported",NA,59.79,NA,NA,NA,NA
2003,"France","27.7.d","Landings","Imported_Data","Quarter",3,"DRB","All - reported, nonreported and misreported",NA,130,NA,NA,NA,NA
2003,"France","27.7.d","Landings","Imported_Data","Quarter",1,"OTB","All - reported, nonreported and misreported",NA,866340.5,NA,NA,NA,NA
2003,"France","27.7.d","Landings","Imported_Data","Quarter",2,"OTB","All - reported, nonreported and misreported",NA,47795.35,NA,NA,NA,NA
2003,"France","27.7.d","Landings","Imported_Data","Quarter",3,"OTB","All - reported, nonreported and misreported",NA,12935.23,NA,NA,NA,NA
2003,"France","27.7.d","Landings","Imported_Data","Quarter",4,"OTB","All - reported, nonreported and misreported",NA,91631.37,NA,NA,NA,NA
2003,"France","27.7.d","Landings","Imported_Data","Quarter",1,"OTM","All - reported, nonreported and misreported",NA,2826631.12,NA,NA,NA,NA
2003,"France","27.7.d","Landings","Imported_Data","Quarter",2,"OTM","All - reported, nonreported and misreported",NA,2170049.83,NA,NA,NA,NA
2003,"France","27.7.d","Landings","Imported_Data","Quarter",3,"OTM","All - reported, nonreported and misreported",NA,1207693.49,NA,NA,NA,NA
2003,"France","27.7.d","Landings","Imported_Data","Quarter",4,"OTM","All - reported, nonreported and misreported",NA,940695.03,NA,NA,NA,NA
2003,"France","27.7.d","Landings","Imported_Data","Quarter",1,"PTM","All - reported, nonreported and misreported",NA,656.24,NA,NA,NA,NA
2003,"France","27.7.d","Landings","Imported_Data","Quarter",2,"PTM","All - reported, nonreported and misreported",NA,58.25,NA,NA,NA,NA
2003,"France","27.7.d","Landings","Imported_Data","Quarter",2,"TBB","All - reported, nonreported and misreported",NA,1036.52,NA,NA,NA,NA
2003,"France","27.7.d","Landings","Imported_Data","Quarter",3,"TBB","All - reported, nonreported and misreported",NA,2016.5,NA,NA,NA,NA
2003,"France","27.7.d","Landings","Imported_Data","Quarter",2,"TX","All - reported, nonreported and misreported",NA,147.62,NA,NA,NA,NA
2003,"France","27.7.e","Landings","Imported_Data","Quarter",1,"DRB","All - reported, nonreported and misreported",NA,1222.45,NA,NA,NA,NA
2003,"France","27.7.e","Landings","Imported_Data","Quarter",2,"DRB","All - reported, nonreported and misreported",NA,204.65,NA,NA,NA,NA
2003,"France","27.7.e","Landings","Imported_Data","Quarter",4,"DRB","All - reported, nonreported and misreported",NA,234.71,NA,NA,NA,NA
2003,"France","27.7.e","Landings","Imported_Data","Quarter",1,"GN","All - reported, nonreported and misreported",NA,0.2,NA,NA,NA,NA
2003,"France","27.7.e","Landings","Imported_Data","Quarter",2,"GN","All - reported, nonreported and misreported",NA,0.4,NA,NA,NA,NA
2003,"France","27.7.e","Landings","Imported_Data","Quarter",2,"GNS","All - reported, nonreported and misreported",NA,0.8,NA,NA,NA,NA
2003,"France","27.7.e","Landings","Imported_Data","Quarter",4,"GNS","All - reported, nonreported and misreported",NA,20.7,NA,NA,NA,NA
2003,"France","27.7.e","Landings","Imported_Data","Quarter",4,"GTR","All - reported, nonreported and misreported",NA,35,NA,NA,NA,NA
2003,"France","27.7.e","Landings","Imported_Data","Quarter",1,"OTB","All - reported, nonreported and misreported",NA,4031.14,NA,NA,NA,NA
2003,"France","27.7.e","Landings","Imported_Data","Quarter",2,"OTB","All - reported, nonreported and misreported",NA,1730.12,NA,NA,NA,NA
2003,"France","27.7.e","Landings","Imported_Data","Quarter",3,"OTB","All - reported, nonreported and misreported",NA,2394.21,NA,NA,NA,NA
2003,"France","27.7.e","Landings","Imported_Data","Quarter",4,"OTB","All - reported, nonreported and misreported",NA,2571.14,NA,NA,NA,NA
2003,"France","27.7.e","Landings","Imported_Data","Quarter",2,"OTM","All - reported, nonreported and misreported",NA,956.8,NA,NA,NA,NA
2003,"France","27.7.e","Landings","Imported_Data","Quarter",1,"PTM","All - reported, nonreported and misreported",NA,116.49,NA,NA,NA,NA
2003,"France","27.7.e","Landings","Imported_Data","Quarter",2,"PTM","All - reported, nonreported and misreported",NA,331.79,NA,NA,NA,NA
2003,"France","27.7.e","Landings","Imported_Data","Quarter",3,"PTM","All - reported, nonreported and misreported",NA,105.57,NA,NA,NA,NA
2004,"France","27.7.d","Landings","Imported_Data","Quarter",2,"DRB","All - reported, nonreported and misreported",NA,40,NA,NA,NA,NA
2004,"France","27.7.d","Landings","Imported_Data","Quarter",3,"DRB","All - reported, nonreported and misreported",NA,17.68,NA,NA,NA,NA
2004,"France","27.7.d","Landings","Imported_Data","Quarter",4,"DRB","All - reported, nonreported and misreported",NA,26.46,NA,NA,NA,NA
2004,"France","27.7.d","Landings","Imported_Data","Quarter",1,"GTR","All - reported, nonreported and misreported",NA,6,NA,NA,NA,NA
2004,"France","27.7.d","Landings","Imported_Data","Quarter",1,"OTB","All - reported, nonreported and misreported",NA,478540.9,NA,NA,NA,NA
2004,"France","27.7.d","Landings","Imported_Data","Quarter",2,"OTB","All - reported, nonreported and misreported",NA,196221.98,NA,NA,NA,NA
2004,"France","27.7.d","Landings","Imported_Data","Quarter",3,"OTB","All - reported, nonreported and misreported",NA,2916.45,NA,NA,NA,NA
2004,"France","27.7.d","Landings","Imported_Data","Quarter",4,"OTB","All - reported, nonreported and misreported",NA,37566.13,NA,NA,NA,NA
2004,"France","27.7.d","Landings","Imported_Data","Quarter",1,"OTM","All - reported, nonreported and misreported",NA,3263234.78,NA,NA,NA,NA
2004,"France","27.7.d","Landings","Imported_Data","Quarter",2,"OTM","All - reported, nonreported and misreported",NA,2136211.25,NA,NA,NA,NA
2004,"France","27.7.d","Landings","Imported_Data","Quarter",3,"OTM","All - reported, nonreported and misreported",NA,811768.32,NA,NA,NA,NA
2004,"France","27.7.d","Landings","Imported_Data","Quarter",4,"OTM","All - reported, nonreported and misreported",NA,862685.51,NA,NA,NA,NA
2004,"France","27.7.d","Landings","Imported_Data","Quarter",1,"PTM","All - reported, nonreported and misreported",NA,5.57,NA,NA,NA,NA
2004,"France","27.7.d","Landings","Imported_Data","Quarter",2,"PTM","All - reported, nonreported and misreported",NA,1716,NA,NA,NA,NA
2004,"France","27.7.d","Landings","Imported_Data","Quarter",3,"PTM","All - reported, nonreported and misreported",NA,7.8,NA,NA,NA,NA
2004,"France","27.7.d","Landings","Imported_Data","Quarter",2,"TBB","All - reported, nonreported and misreported",NA,640.43,NA,NA,NA,NA
2004,"France","27.7.d","Landings","Imported_Data","Quarter",3,"TBB","All - reported, nonreported and misreported",NA,1788.52,NA,NA,NA,NA
2004,"France","27.7.d","Landings","Imported_Data","Quarter",2,"TX","All - reported, nonreported and misreported",NA,274.58,NA,NA,NA,NA
2004,"France","27.7.d","Landings","Imported_Data","Quarter",3,"TX","All - reported, nonreported and misreported",NA,114.38,NA,NA,NA,NA
2004,"France","27.7.e","Landings","Imported_Data","Quarter",1,"DRB","All - reported, nonreported and misreported",NA,239.38,NA,NA,NA,NA
2004,"France","27.7.e","Landings","Imported_Data","Quarter",2,"DRB","All - reported, nonreported and misreported",NA,349.74,NA,NA,NA,NA
2004,"France","27.7.e","Landings","Imported_Data","Quarter",4,"DRB","All - reported, nonreported and misreported",NA,7,NA,NA,NA,NA
2004,"France","27.7.e","Landings","Imported_Data","Quarter",1,"OTB","All - reported, nonreported and misreported",NA,394.94,NA,NA,NA,NA
2004,"France","27.7.e","Landings","Imported_Data","Quarter",2,"OTB","All - reported, nonreported and misreported",NA,1649.98,NA,NA,NA,NA
2004,"France","27.7.e","Landings","Imported_Data","Quarter",3,"OTB","All - reported, nonreported and misreported",NA,1059.58,NA,NA,NA,NA
2004,"France","27.7.e","Landings","Imported_Data","Quarter",4,"OTB","All - reported, nonreported and misreported",NA,455.29,NA,NA,NA,NA
2004,"France","27.7.e","Landings","Imported_Data","Quarter",2,"OTM","All - reported, nonreported and misreported",NA,42.14,NA,NA,NA,NA
2004,"France","27.7.e","Landings","Imported_Data","Quarter",4,"OTM","All - reported, nonreported and misreported",NA,8769.78,NA,NA,NA,NA
2004,"France","27.7.e","Landings","Imported_Data","Quarter",2,"OTT","All - reported, nonreported and misreported",NA,9.36,NA,NA,NA,NA
2004,"France","27.7.e","Landings","Imported_Data","Quarter",1,"PTM","All - reported, nonreported and misreported",NA,1.38,NA,NA,NA,NA
2004,"France","27.7.e","Landings","Imported_Data","Quarter",4,"PTM","All - reported, nonreported and misreported",NA,40.66,NA,NA,NA,NA
2005,"France","27.7.d","Landings","Imported_Data","Quarter",1,"DRB","All - reported, nonreported and misreported",NA,116.48,NA,NA,NA,NA
2005,"France","27.7.d","Landings","Imported_Data","Quarter",2,"DRB","All - reported, nonreported and misreported",NA,298.46,NA,NA,NA,NA
2005,"France","27.7.d","Landings","Imported_Data","Quarter",3,"DRB","All - reported, nonreported and misreported",NA,748.88,NA,NA,NA,NA
2005,"France","27.7.d","Landings","Imported_Data","Quarter",4,"DRB","All - reported, nonreported and misreported",NA,179.98,NA,NA,NA,NA
2005,"France","27.7.d","Landings","Imported_Data","Quarter",3,"GTR","All - reported, nonreported and misreported",NA,228.58,NA,NA,NA,NA
2005,"France","27.7.d","Landings","Imported_Data","Quarter",4,"GTR","All - reported, nonreported and misreported",NA,53.25,NA,NA,NA,NA
2005,"France","27.7.d","Landings","Imported_Data","Quarter",1,"OTB","All - reported, nonreported and misreported",NA,108570.71,NA,NA,NA,NA
2005,"France","27.7.d","Landings","Imported_Data","Quarter",2,"OTB","All - reported, nonreported and misreported",NA,34550.73,NA,NA,NA,NA
2005,"France","27.7.d","Landings","Imported_Data","Quarter",3,"OTB","All - reported, nonreported and misreported",NA,123987.15,NA,NA,NA,NA
2005,"France","27.7.d","Landings","Imported_Data","Quarter",4,"OTB","All - reported, nonreported and misreported",NA,746165.68,NA,NA,NA,NA
2005,"France","27.7.d","Landings","Imported_Data","Quarter",1,"OTM","All - reported, nonreported and misreported",NA,5044632.38,NA,NA,NA,NA
2005,"France","27.7.d","Landings","Imported_Data","Quarter",2,"OTM","All - reported, nonreported and misreported",NA,1687448.97,NA,NA,NA,NA
2005,"France","27.7.d","Landings","Imported_Data","Quarter",3,"OTM","All - reported, nonreported and misreported",NA,1313570.83,NA,NA,NA,NA
2005,"France","27.7.d","Landings","Imported_Data","Quarter",4,"OTM","All - reported, nonreported and misreported",NA,1494784.45,NA,NA,NA,NA
2005,"France","27.7.d","Landings","Imported_Data","Quarter",1,"PTM","All - reported, nonreported and misreported",NA,46.8,NA,NA,NA,NA
2005,"France","27.7.d","Landings","Imported_Data","Quarter",2,"PTM","All - reported, nonreported and misreported",NA,367.23,NA,NA,NA,NA
2005,"France","27.7.d","Landings","Imported_Data","Quarter",3,"TBB","All - reported, nonreported and misreported",NA,39,NA,NA,NA,NA
2005,"France","27.7.d","Landings","Imported_Data","Quarter",4,"TBB","All - reported, nonreported and misreported",NA,47.84,NA,NA,NA,NA
2005,"France","27.7.d","Landings","Imported_Data","Quarter",1,"TX","All - reported, nonreported and misreported",NA,158,NA,NA,NA,NA
2005,"France","27.7.d","Landings","Imported_Data","Quarter",2,"TX","All - reported, nonreported and misreported",NA,508.32,NA,NA,NA,NA
2005,"France","27.7.d","Landings","Imported_Data","Quarter",3,"TX","All - reported, nonreported and misreported",NA,5687.09,NA,NA,NA,NA
2005,"France","27.7.d","Landings","Imported_Data","Quarter",4,"TX","All - reported, nonreported and misreported",NA,4447.96,NA,NA,NA,NA
2005,"France","27.7.e","Landings","Imported_Data","Quarter",1,"DRB","All - reported, nonreported and misreported",NA,67.84,NA,NA,NA,NA
2005,"France","27.7.e","Landings","Imported_Data","Quarter",2,"DRB","All - reported, nonreported and misreported",NA,603.85,NA,NA,NA,NA
2005,"France","27.7.e","Landings","Imported_Data","Quarter",3,"DRB","All - reported, nonreported and misreported",NA,97.36,NA,NA,NA,NA
2005,"France","27.7.e","Landings","Imported_Data","Quarter",4,"DRB","All - reported, nonreported and misreported",NA,43.46,NA,NA,NA,NA
2005,"France","27.7.e","Landings","Imported_Data","Quarter",1,"OTB","All - reported, nonreported and misreported",NA,291.54,NA,NA,NA,NA
2005,"France","27.7.e","Landings","Imported_Data","Quarter",2,"OTB","All - reported, nonreported and misreported",NA,404.48,NA,NA,NA,NA
2005,"France","27.7.e","Landings","Imported_Data","Quarter",3,"OTB","All - reported, nonreported and misreported",NA,1278.67,NA,NA,NA,NA
2005,"France","27.7.e","Landings","Imported_Data","Quarter",4,"OTB","All - reported, nonreported and misreported",NA,971.74,NA,NA,NA,NA
